date,symbol,short_volume,short_exempt_volume,total_volume,short_ratio_pct
2026-09-15,V,933857,3040,1521845,61.36
2026-09-15,VLO,1037752,949,1436476,72.24
2026-09-15,WMT,2467482,5247,7361326,33.52
2026-09-15,XOM,2342731,1601,5002025,46.84
2026-09-16,AAPL,6142196,42183,12495190,49.16
2026-09-16,ADBE,1020353,2972,1643167,62.1
2026-09-16,AMC,4804564,8071,15212529,31.58
2026-09-16,AMD,6305524,19298,11168095,56.46
2026-09-16,AMZN,6677218,28416,14925846,44.74
2026-09-16,ARM,609582,3354,1246186,48.92
2026-09-16,AVGO,2751769,9088,7791103,35.32
2026-09-16,BA,3088019,1648,5833070,52.94
2026-09-16,BAC,6908568,9468,16905316,40.87
2026-09-16,COIN,3731446,381406,6198939,60.19
2026-09-16,COST,402217,1798,755441,53.24
2026-09-16,CRM,1713205,4550,3126740,54.79
2026-09-16,CVX,1272387,1958,3075520,41.37
2026-09-16,DIA,940691,678,2289300,41.09
2026-09-16,DIS,1693960,19236,3035936,55.8
2026-09-16,GME,1650497,26,2771900,59.54
2026-09-16,GOOGL,3544798,15220,7433912,47.68
2026-09-16,GS,578123,2332,1329230,43.49
2026-09-16,HOOD,8413368,23504,16606530,50.66
2026-09-16,INTC,26495778,129298,56548139,46.86
2026-09-16,IWM,5058501,4558,8764783,57.71
2026-09-16,JPM,1788984,1315,2882679,62.06
2026-09-16,LLY,207745,2748,526609,39.45
2026-09-16,META,3899627,21345,8204587,47.53
2026-09-16,MPC,667812,498,1068973,62.47
2026-09-16,MSFT,2750590,14517,6365598,43.21
2026-09-16,MSTR,3803859,12709,9141357,41.61
2026-09-16,MU,3349194,22781,10903508,30.72
2026-09-16,NFLX,3762587,26479,8998171,41.82
2026-09-16,NKE,6535740,15645,12420600,52.62
2026-09-16,NVDA,17019969,138810,40065786,42.48
2026-09-16,ORCL,5164521,19287,16219038,31.84
2026-09-16,PLTR,5282178,16868,10074531,52.43
2026-09-16,PSX,611243,6340,977639,62.52
2026-09-16,PYPL,1008295,2414,2618322,38.51
2026-09-16,QQQ,7455239,31133,12387335,60.18
2026-09-16,RIVN,6847935,31920,14715159,46.54
2026-09-16,SHOP,1109745,0,2864237,38.74
2026-09-16,SMCI,6348846,33139,14676646,43.26
2026-09-16,SOFI,11863930,71160,30454578,38.96
2026-09-16,SPY,12096670,67471,21757579,55.6
2026-09-16,TSLA,9572952,24196,16690602,57.36
2026-09-16,TSM,1673641,1090,4176135,40.08
2026-09-16,UBER,4511240,31533,6757492,66.76
2026-09-16,UNH,394822,1152,1251823,31.54
2026-09-16,V,1131070,2249,2251326,50.24
2026-09-16,VLO,925730,268,1291007,71.71
2026-09-16,WMT,1850836,14643,5251156,35.25
2026-09-16,XOM,2354259,16857,4745587,49.61
2026-09-17,AAPL,8061053,14583,13766217,58.56
2026-09-17,ADBE,1245828,2843,1845533,67.51
2026-09-17,AMC,4791309,15508,13083946,36.62
2026-09-17,AMD,8189983,21087,13328555,61.45
2026-09-17,AMZN,3747374,15659,11283401,33.21
2026-09-17,ARM,1137361,3346,2409953,47.19
2026-09-17,AVGO,2211485,14620,7600125,29.1
2026-09-17,BA,2329088,392,5491681,42.41
2026-09-17,BAC,4725409,23297,11203428,42.18
2026-09-17,COIN,2698018,9175,4387616,61.49
2026-09-17,COST,397711,207,805380,49.38
2026-09-17,CRM,2869469,5174,5163686,55.57
2026-09-17,CVX,863611,2988,2485265,34.75
2026-09-17,DIA,541976,895,989891,54.75
2026-09-17,DIS,1283603,1043,2819495,45.53
2026-09-17,GME,2693611,2618,4305174,62.57
2026-09-17,GOOGL,2901258,7659,7623733,38.06
2026-09-17,GS,574141,1444,1267806,45.29
2026-09-17,HOOD,4612452,18588,9906482,46.56
2026-09-17,INTC,31720402,239340,66341071,47.81
2026-09-17,IWM,2869445,1695,6883288,41.69
2026-09-17,JPM,1283738,1303,2268902,56.58
2026-09-17,LLY,251991,8,583712,43.17
2026-09-17,META,2619918,5995,5845864,44.82
2026-09-17,MPC,598208,40,896906,66.7
2026-09-17,MSFT,2729658,9909,5684899,48.02
2026-09-17,MSTR,3046720,9531,7412662,41.1
2026-09-17,MU,3605418,24856,9717887,37.1
2026-09-17,NFLX,5328436,47551,11565732,46.07
2026-09-17,NKE,11962393,35165,20011596,59.78
2026-09-17,NVDA,15184664,153738,36329077,41.8
2026-09-17,ORCL,4058040,65818,12541212,32.36
2026-09-17,PLTR,5108813,11037,9837167,51.93
2026-09-17,PSX,735761,1717,1005285,73.19
2026-09-17,PYPL,1164619,7543,2297696,50.69
2026-09-17,QQQ,6367437,15597,12568933,50.66
2026-09-17,RIVN,4905578,39367,12600541,38.93
2026-09-17,SHOP,907633,159,3522950,25.76
2026-09-17,SMCI,14104527,201055,29824154,47.29
2026-09-17,SOFI,13486081,51729,27511298,49.02
2026-09-17,SPY,6503853,648535,15077531,43.14
2026-09-17,TSLA,11341998,47166,19293376,58.79
2026-09-17,TSM,1453930,3146,3646762,39.87
2026-09-17,UBER,3917608,8107,7351082,53.29
2026-09-17,UNH,544291,7848,1477252,36.84
2026-09-17,V,819938,7118,1527965,53.66
2026-09-17,VLO,839221,776,1248443,67.22
2026-09-17,WMT,3045637,6685,6312641,48.25
2026-09-17,XOM,2478599,3014,4242771,58.42
2026-09-18,AAPL,6955866,53338,12748984,54.56
2026-09-18,ADBE,894688,1989,1514066,59.09
2026-09-18,AMC,3935676,15556,8705367,45.21
2026-09-18,AMD,5912340,6562,8738658,67.66
2026-09-18,AMZN,4737661,16049,11431016,41.45
2026-09-18,ARM,1361292,1162,2085241,65.28
2026-09-18,AVGO,4330819,21077,9348658,46.33
2026-09-18,BA,1410392,228,3256419,43.31
2026-09-18,BAC,4233087,1766,10454539,40.49
2026-09-18,COIN,4952644,11281,9476488,52.26
2026-09-18,COST,377000,1562,669621,56.3
2026-09-18,CRM,2389775,8983,3472396,68.82
2026-09-18,CVX,1547011,1083,3228700,47.91
2026-09-18,DIA,486510,859,1040548,46.76
2026-09-18,DIS,1965039,3396,3712634,52.93
2026-09-18,GME,1771346,4185,2979648,59.45
2026-09-18,GOOGL,5781423,13631,12854298,44.98
2026-09-18,GS,321708,197,699404,46.0
2026-09-18,HOOD,9570086,44978,18206360,52.56
2026-09-18,INTC,25644231,101183,41685403,61.52
2026-09-18,IWM,4815518,17700,11426070,42.15
2026-09-18,JPM,1138454,2340,2161280,52.67
2026-09-18,LLY,292690,788,589328,49.67
2026-09-18,META,5825936,4535,9295715,62.67
2026-09-18,MPC,626533,2464,1056577,59.3
2026-09-18,MSFT,2852968,3385,6158065,46.33
2026-09-18,MSTR,7802627,8545,20862569,37.4
2026-09-18,MU,6480176,19110,13589518,47.69
2026-09-18,NFLX,16496077,82810,30266381,54.5
2026-09-18,NKE,11192545,42027,17616821,63.53
2026-09-18,NVDA,14478744,102939,38946349,37.18
2026-09-18,ORCL,3964308,17031,11080743,35.78
2026-09-18,PLTR,5155486,11153,8388964,61.46
2026-09-18,PSX,780984,405,1099626,71.02
2026-09-18,PYPL,1054077,1466,2867677,36.76
2026-09-18,QQQ,12823995,19718,16751858,76.55
2026-09-18,RIVN,7158211,11951,14108805,50.74
2026-09-18,SHOP,883362,449,2295079,38.49
2026-09-18,SMCI,8604421,32523,17721272,48.55
2026-09-18,SOFI,8407704,45109,23228291,36.2
2026-09-18,SPY,26947860,10305,35373467,76.18
2026-09-18,TSLA,12219059,29658,20590588,59.34
2026-09-18,TSM,1010672,2935,3165541,31.93
2026-09-18,UBER,2125720,19701,5552158,38.29
2026-09-18,UNH,499109,3297,1200713,41.57
2026-09-18,V,771290,2870,1657050,46.55
2026-09-18,VLO,822234,3,1196338,68.73
2026-09-18,WMT,2601405,17534,5391613,48.25
2026-09-18,XOM,2148888,1446,3417733,62.87
2026-09-21,AAPL,5442428,23826,12178461,44.69
2026-09-21,ADBE,1054189,3675,1851527,56.94
2026-09-21,AMC,8233815,11037,25245468,32.62
2026-09-21,AMD,10899815,68215,20101302,54.22
2026-09-21,AMZN,5656699,11888,16691151,33.89
2026-09-21,ARM,3579102,5766,5666707,63.16
2026-09-21,AVGO,4914920,6596,10648939,46.15
2026-09-21,BA,1282112,2236,2756384,46.51
2026-09-21,BAC,2734864,25163,9951599,27.48
2026-09-21,COIN,3763505,17810,5855845,64.27
2026-09-21,COST,367688,148,789607,46.57
2026-09-21,CRM,1491503,10125,3177438,46.94
2026-09-21,CVX,1471374,11592,2831304,51.97
2026-09-21,DIA,777358,7088,1112920,69.85
2026-09-21,DIS,1083549,815,2555876,42.39
2026-09-21,GME,1959287,27599,3578414,54.75
2026-09-21,GOOGL,3873137,11414,10817631,35.8
2026-09-21,GS,211887,1941,674457,31.42
2026-09-21,HOOD,6609310,48467,13080379,50.53
2026-09-21,INTC,42868678,229495,87529814,48.98
2026-09-21,IWM,4028303,7317,6058708,66.49
2026-09-21,JPM,793801,1032,2020804,39.28
2026-09-21,LLY,369311,34,745141,49.56
2026-09-21,META,10611615,53357,22101385,48.01
2026-09-21,MPC,586121,805,1685398,34.78
2026-09-21,MSFT,3064820,15864,8759298,34.99
2026-09-21,MSTR,7470192,11578,16587514,45.04
2026-09-21,MU,4937848,22134,12517372,39.45
2026-09-21,NFLX,4848203,42110,15665067,30.95
2026-09-21,NKE,6455623,123635,16717923,38.61
2026-09-21,NVDA,15836535,129820,46149680,34.32
2026-09-21,ORCL,2888537,20225,10755654,26.86
2026-09-21,PLTR,5496832,26034,9323913,58.95
2026-09-21,PSX,486416,3337,1149088,42.33
2026-09-21,PYPL,1066073,4048,2683406,39.73
2026-09-21,QQQ,8764844,30276,16381726,53.5
2026-09-21,RIVN,3335560,98878,8973944,37.17
2026-09-21,SHOP,3131556,835,6447705,48.57
2026-09-21,SMCI,10013637,96879,22558824,44.39
2026-09-21,SOFI,19074988,29601,44477985,42.89
2026-09-21,SPY,8793395,18054,17247544,50.98
2026-09-21,TSLA,9778005,43888,17413033,56.15
2026-09-21,TSM,1100485,4527,3926438,28.03
2026-09-21,UBER,2484078,6754,7111540,34.93
2026-09-21,UNH,622579,1771,1691303,36.81
2026-09-21,V,1028050,232,1886872,54.48
2026-09-21,VLO,912687,1146,1571235,58.09
2026-09-21,WMT,2050824,12360,5241649,39.13
2026-09-21,XOM,2994834,7410,5412697,55.33
2026-09-22,AAPL,8339440,34771,14683082,56.8
2026-09-22,ADBE,1588859,2850,2765268,57.46
2026-09-22,AMC,5972355,40055,15043894,39.7
2026-09-22,AMD,6207362,12939,12010435,51.68
2026-09-22,AMZN,5311020,16266,16538065,32.11
2026-09-22,ARM,2015679,5532,3229052,62.42
2026-09-22,AVGO,3408219,23225,7763111,43.9
2026-09-22,BA,1889529,12229,3776808,50.03
2026-09-22,BAC,5260989,18843,12990638,40.5
2026-09-22,COIN,1666972,3976,3161990,52.72
2026-09-22,COST,401524,383,826052,48.61
2026-09-22,CRM,2291681,5678,4773117,48.01
2026-09-22,CVX,1301276,5590,2550362,51.02
2026-09-22,DIA,907882,722,1460882,62.15
2026-09-22,DIS,909737,3604,2370647,38.38
2026-09-22,GME,4149643,24471,6887064,60.25
2026-09-22,GOOGL,5112792,25167,12401748,41.23
2026-09-22,GS,274877,1762,721527,38.1
2026-09-22,HOOD,3901664,76412,7423492,52.56
2026-09-22,INTC,22783135,122952,45114009,50.5
2026-09-22,IWM,6843414,13297,9226615,74.17
2026-09-22,JPM,1967459,7154,4342597,45.31
2026-09-22,LLY,489626,268,1055358,46.39
2026-09-22,META,7173280,24277,14414944,49.76
2026-09-22,MPC,784387,1824,1784456,43.96
2026-09-22,MSFT,3788194,15959,8257996,45.87
2026-09-22,MSTR,4844969,5495,9396923,51.56
2026-09-22,MU,4600735,33659,14832398,31.02
2026-09-22,NFLX,5903545,44538,15190605,38.86
2026-09-22,NKE,5489042,44989,11590683,47.36
2026-09-22,NVDA,13466938,88411,36579312,36.82
2026-09-22,ORCL,3805498,17533,13745789,27.68
2026-09-22,PLTR,5272351,36623,8824798,59.74
2026-09-22,PSX,933333,161,1590729,58.67
2026-09-22,PYPL,3339601,9876,8086993,41.3
2026-09-22,QQQ,8181447,23779,13437159,60.89
2026-09-22,RIVN,5291074,20561,9878924,53.56
2026-09-22,SHOP,6149203,10797,10454752,58.82
2026-09-22,SMCI,8061528,48881,16307813,49.43
2026-09-22,SOFI,29430219,79371,55641652,52.89
2026-09-22,SPY,6865180,7915,10422905,65.87
2026-09-22,TSLA,9155592,38379,14688489,62.33
2026-09-22,TSM,1680092,2784,4162914,40.36
2026-09-22,UBER,4409219,17285,9790010,45.04
2026-09-22,UNH,604459,2497,1521863,39.72
2026-09-22,V,1153361,3984,2354723,48.98
2026-09-22,VLO,1905921,4391,3306980,57.63
2026-09-22,WMT,2768351,17612,6763015,40.93
2026-09-22,XOM,2168983,8418,4649307,46.65
2026-09-23,AAPL,4574535,38040,10431560,43.85
2026-09-23,ADBE,672327,521,1519485,44.25
2026-09-23,AMC,5300461,9737,11750635,45.11
2026-09-23,AMD,4065889,13157,7460745,54.5
2026-09-23,AMZN,4503431,8915,19027192,23.67
2026-09-23,ARM,1866656,2983,3012521,61.96
2026-09-23,AVGO,3225056,8815,7226561,44.63
2026-09-23,BA,1433060,47287,4777769,29.99
2026-09-23,BAC,4102091,22513,13057624,31.42
2026-09-23,COIN,1914412,5139,3241616,59.06
2026-09-23,COST,333953,418,704803,47.38
2026-09-23,CRM,1466128,16771,3308679,44.31
2026-09-23,CVX,1166946,4124,2449778,47.63
2026-09-23,DIA,437080,209,1047846,41.71
2026-09-23,DIS,961834,6411,3124730,30.78
2026-09-23,GME,3832063,16734,5928893,64.63
2026-09-23,GOOGL,5264905,26111,14011718,37.58
2026-09-23,GS,315664,1630,738970,42.72
2026-09-23,HOOD,4297716,106091,8110812,52.99
2026-09-23,INTC,19274955,102245,40109932,48.06
2026-09-23,IWM,5957915,1657,8531885,69.83
2026-09-23,JPM,1010708,3114,2513739,40.21
2026-09-23,LLY,396359,958,759926,52.16
2026-09-23,META,8098362,21885,14745535,54.92
2026-09-23,MPC,770233,1049,1767526,43.58
2026-09-23,MSFT,2932635,6505,7024766,41.75
2026-09-23,MSTR,4437745,19643,8835875,50.22
2026-09-23,MU,3045418,20433,10907667,27.92
2026-09-23,NFLX,3127891,33331,13052401,23.96
2026-09-23,NKE,7649551,20165,15386947,49.71
2026-09-23,NVDA,12791057,91612,33881445,37.75
2026-09-23,ORCL,3448380,26536,10375014,33.24
2026-09-23,PLTR,11261101,21889,18567513,60.65
2026-09-23,PSX,1012904,793,1827242,55.43
2026-09-23,PYPL,1982671,12123,3895525,50.9
2026-09-23,QQQ,7031941,20106,12883249,54.58
2026-09-23,RIVN,4498843,32264,9105830,49.41
2026-09-23,SHOP,5696344,3010,9912826,57.46
2026-09-23,SMCI,8076231,58673,18133358,44.54
2026-09-23,SOFI,15981903,93402,30230520,52.87
2026-09-23,SPY,9963244,17472,14533749,68.55
2026-09-23,TSLA,9328895,46923,17589642,53.04
2026-09-23,TSM,1329670,7418,4436252,29.97
2026-09-23,UBER,3867191,6154,8086416,47.82
2026-09-23,UNH,698987,4460,1633813,42.78
2026-09-23,V,873601,3630,1808021,48.32
2026-09-23,VLO,2243095,2655,3315028,67.66
2026-09-23,WMT,2132575,17612,5373225,39.69
2026-09-23,XOM,1959577,6575,4587980,42.71
